Kategoria,Nazwa,Cena obecna,Obnizka,#Indeks,Obraz,Rozmiary,Opis,Podsumowanie,Kolor,Aktywny,Regula podatkowa,Cana regularna przed obnizka,Wyprzedaz,Wyprzedaz od,Wyprzedaz do,Producent,Ilosc,Minimalna ilosc,Mala ilosc w magazynie,Powiadom gdy w magazynie mało,Utworzono,Magazyn,Dostepne,Pokaż cene,Tekst alternatywny,Tekst gdy na stanie,Pokaz cene
CZÓŁENKA,Czółenka czarne,530,,   D03270-4330-001/P2/D03270-4330-005,"https://baldowski.b-cdn.net/10515-new_cart_photo/czolenka-czarne.jpg,https://baldowski.b-cdn.net/10517-new_cart_photo/czolenka-czarne.jpg","35,36,37,38,39,40,41",Czółenka na 7-centymetrowym obcasie.,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka czarne,Dostępne,1
CZÓŁENKA,Czółenka zielone,530,,   D03270-4330-007/P,"https://baldowski.b-cdn.net/10524-new_cart_photo/czolenka-zielone.jpg,https://baldowski.b-cdn.net/10526-new_cart_photo/czolenka-zielone.jpg","35,36,37,38,39,40,41","Czółenka zielone na 7,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., zielony,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka zielone,Dostępne,1
CZÓŁENKA,Czółenka zielone,530,,   D03270-4330-002,"https://baldowski.b-cdn.net/10979-new_cart_photo/czolenka-zielone.jpg,https://baldowski.b-cdn.net/10980-new_cart_photo/czolenka-zielone.jpg","36,38,39","Czółenka zielone na 7,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., zielony,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka zielone,Dostępne,1
CZÓŁENKA,Czółenka granatowe,530,,   D03270-4330-009/P,"https://baldowski.b-cdn.net/10534-new_cart_photo/czółenka-granatowe.jpg,https://baldowski.b-cdn.net/10536-new_cart_photo/czółenka-granatowe.jpg","35,36,37,38,39,40,41","Czółenka granatowe  na 7,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., granatowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka granatowe,Dostępne,1
CZÓŁENKA,Czółenka jasny brąz,530,,   D03270-4330-003/P2/D03270-4330-006,"https://baldowski.b-cdn.net/10988-new_cart_photo/czolenka-jasny-braz.jpg,https://baldowski.b-cdn.net/10990-new_cart_photo/czolenka-jasny-braz.jpg","35,36,37,38,39,40,41","Czółenka jasny brąz na 7,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., jasny brąz,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka jasny brąz,Dostępne,1
OUTLET MĘSKI,Buty męskie czarne,249,311.0,   023,"https://baldowski.b-cdn.net/5036-new_cart_photo/buty-meskie-czarne.jpg,https://baldowski.b-cdn.net/5038-new_cart_photo/buty-meskie-czarne.jpg",44,Czarne buty męskie na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,560.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Buty męskie czarne,Dostępne,1
OUTLET MĘSKI,Buty męskie fioletowe,249,311.0,   009,"https://baldowski.b-cdn.net/5030-new_cart_photo/buty-meskie-fioletowe.jpg,https://baldowski.b-cdn.net/5035-new_cart_photo/buty-meskie-fioletowe.jpg","41,45",Fioletowe buty męskie na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., fioletowy,1,1,560.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Buty męskie fioletowe,Dostępne,1
OUTLET MĘSKI,Buty męskie niebieskie,249,311.0,   027,"https://baldowski.b-cdn.net/5004-new_cart_photo/buty-meskie-niebieskie.jpg,https://baldowski.b-cdn.net/5006-new_cart_photo/buty-meskie-niebieskie.jpg",45,Niebieskie buty męskie na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., niebieski,1,1,560.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Buty męskie niebieskie,Dostępne,1
OUTLET MĘSKI,Buty męskie bordowe,249,311.0,   M000194-0728-006,"https://baldowski.b-cdn.net/4999-new_cart_photo/buty-meskie-bordowe.jpg,https://baldowski.b-cdn.net/5003-new_cart_photo/buty-meskie-bordowe.jpg",45,Bordowe buty męskie na 3-centymetrowym obcasie.,Wykonane ze skóry naturalnej., bordowy,1,1,560.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Buty męskie bordowe,Dostępne,1
OUTLET MĘSKI,Buty męskie brązowe,249,297.0,   M0128,"https://baldowski.b-cdn.net/5009-new_cart_photo/buty-meskie-brazowe.jpg,https://baldowski.b-cdn.net/5011-new_cart_photo/buty-meskie-brazowe.jpg",44,Brązowe buty męskie na 3-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., brązowy,1,1,546.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Buty męskie brązowe,Dostępne,1
BIUROWE,Czółenka multicolor,320,100.0,   D02651 zamsz siena+pyton,"https://baldowski.b-cdn.net/8288-new_cart_photo/czolenka-multicolor.jpg,https://baldowski.b-cdn.net/8290-new_cart_photo/czolenka-multicolor.jpg","35,36,37,38,39,40,41","Czółenka multicolor  na 7,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej oraz zamszowej., multicolor,1,1,420.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka multicolor,Dostępne,1
BIUROWE,Czółenka multicolor,320,100.0,   D02651-4330-006,"https://baldowski.b-cdn.net/7465-new_cart_photo/czółenka-multicolor.jpg,https://baldowski.b-cdn.net/7467-new_cart_photo/czółenka-multicolor.jpg",40,"Czółenka multicolor  na 7,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej oraz zamszowej., multicolor,1,1,420.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka multicolor,Dostępne,1
BIUROWE,Czółenka czarne,560,,   D02341-4330-014,"https://baldowski.b-cdn.net/10039-new_cart_photo/czolenka-czarne.jpg,https://baldowski.b-cdn.net/10041-new_cart_photo/czolenka-czarne.jpg","36,37,38,39","Czarne buty na 7,5-centymetrowym obcasie.",Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka czarne,Dostępne,1
BIUROWE,Czółenka w kolorze camel,560,,   D02341-4330-002/N,"https://baldowski.b-cdn.net/10114-new_cart_photo/czolenka-w-kolorze-camel.jpg,https://baldowski.b-cdn.net/10116-new_cart_photo/czolenka-w-kolorze-camel.jpg","36,37,38,40","Buty w kolorze camel na 7,5-centymetrowym obcasie.", wykonane ze skóry naturalnej., camel,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka w kolorze camel,Dostępne,1
BIUROWE,Czółenka multicolor,460,100.0,   D03179-4330-004,"https://baldowski.b-cdn.net/9855-new_cart_photo/czolenka-multicolor.jpg,https://baldowski.b-cdn.net/9857-new_cart_photo/czolenka-multicolor.jpg","36,38","Czółenka multicolor  na 7,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., multicolor,1,1,560.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka multicolor,Dostępne,1
BIUROWE,Czółenka  nude,350,100.0,   D03194-4330-001,"https://baldowski.b-cdn.net/9113-new_cart_photo/czolenka-nude.jpg,https://baldowski.b-cdn.net/9115-new_cart_photo/czolenka-nude.jpg","36,37","Czółenka w kolorze nude na 7,5-centymetrowym obcasie.", wykonane ze skóry naturalnej., nude,1,1,450.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka  nude,Dostępne,1
BIUROWE,Czółenka multicolor,430,100.0,   D03194-4330-002,"https://baldowski.b-cdn.net/9915-new_cart_photo/czolenka-multicolor.jpg,https://baldowski.b-cdn.net/9917-new_cart_photo/czolenka-multicolor.jpg","36,37,38,39","Czółenka multicolor  na 7,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., multicolor,1,1,530.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka multicolor,Dostępne,1
BIUROWE,Czółenka camel,270,150.0,   W00022/D sk.camel,"https://baldowski.b-cdn.net/9480-new_cart_photo/czolenka-camel-.jpg,https://baldowski.b-cdn.net/9482-new_cart_photo/czolenka-camel-.jpg",38,Czółenka w kolorze camelu na 7-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., camel,1,1,420.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka camel,Dostępne,1
BIUROWE,Czółenka camel jasny,220,200.0,   W00022-1576-004,"https://baldowski.b-cdn.net/7168-new_cart_photo/czółenka-camel-jasny.jpg,https://baldowski.b-cdn.net/7170-new_cart_photo/czółenka-camel-jasny.jpg",36,Czółenka w kolorze camelu na 7-centymetrowym obcasie. ,Wykonane ze skóry naturalnej zamszowej., camel jasny,1,1,420.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka camel jasny,Dostępne,1
BIUROWE,Szpilki granatowe,420,,   D03246-2835-002,"https://baldowski.b-cdn.net/9198-new_cart_photo/szpilki-granatowe.jpg,https://baldowski.b-cdn.net/9200-new_cart_photo/szpilki-granatowe.jpg","35,36,37,38",Szpilki na 8-centymetrowym obcasie.,Wykonane ze skóry naturalnej., ciemny granatowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki granatowe,Dostępne,1
BIUROWE,Szpilki czarne,520,,   D02816-2835-001,"https://baldowski.b-cdn.net/7980-new_cart_photo/szpilki-czarne.jpg,https://baldowski.b-cdn.net/7981-new_cart_photo/szpilki-czarne.jpg","36,39,41",Szpilki czarne na 8-centymetrowym obcasie.,Wykonane ze skóry naturalnej i zamszowej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czarne,Dostępne,1
BIUROWE,Szpilki w kolorze rudym,520,,   D02816-2835-002,"https://baldowski.b-cdn.net/8047-new_cart_photo/szpilki-w-kolorze-rudym.jpg,https://baldowski.b-cdn.net/8049-new_cart_photo/szpilki-w-kolorze-rudym.jpg","36,39,40,41",Szpilki w kolorze rudym na 8-centymetrowym obcasie.,Wykonane ze skóry naturalnej i zamszowej., rudy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki w kolorze rudym,Dostępne,1
BIUROWE,Szpilki czarne,490,,   D02443-2835-006,"https://baldowski.b-cdn.net/6588-new_cart_photo/szpilki-czarne.jpg,https://baldowski.b-cdn.net/5516-new_cart_photo/szpilki-czarne.jpg","35,37,39,41",Czarne szpilki na 8-centymetrowym obcasie.,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czarne,Dostępne,1
BIUROWE,Szpilki czarne,490,,   D02443-2835-009,"https://baldowski.b-cdn.net/7433-new_cart_photo/szpilki-czarne.jpg,https://baldowski.b-cdn.net/7434-new_cart_photo/szpilki-czarne.jpg","35,36,38,39,40,41",Szpilki czarne na 8-centymetrowym obcasie.,Wykonane ze skóry naturalnej i zamszowej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czarne,Dostępne,1
BIUROWE,Szpilki zielone,490,,   D02443-2835-007,"https://baldowski.b-cdn.net/5527-new_cart_photo/szpilki-zielone.jpg,https://baldowski.b-cdn.net/5529-new_cart_photo/szpilki-zielone.jpg","36,37,40,41",Zielone szpilki na 8-centymetrowym obcasie.,Wykonane ze skóry naturalnej., zielony,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki zielone,Dostępne,1
BIUROWE,Szpilki czarne,490,,   D01545-3359-001,"https://baldowski.b-cdn.net/8698-new_cart_photo/szpilki-czarne.jpg,https://baldowski.b-cdn.net/8700-new_cart_photo/szpilki-czarne.jpg","36,37,39,40,41",Szpilki czarne na 7-centymetrowym obcasie.,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czarne,Dostępne,1
BIUROWE,Szpilki czerwone,490,,   D01545-1577-011,"https://baldowski.b-cdn.net/8952-new_cart_photo/szpilki-czerwone.jpg,https://baldowski.b-cdn.net/8954-new_cart_photo/szpilki-czerwone.jpg","35,37,38,39,40,41",Szpilki czerwone na 7-centymetrowym obcasie.,Wykonane ze skóry naturalnej., czerwone,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czerwone,Dostępne,1
BIUROWE,Szpilki camel,490,,   D01545-3359-007,"https://baldowski.b-cdn.net/8839-new_cart_photo/szpilki-camel.jpg,https://baldowski.b-cdn.net/8840-new_cart_photo/szpilki-camel.jpg","36,37,39,40,41",Szpilki camel na 7-centymetrowym obcasie.,Wykonane ze skóry naturalnej., camel,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki camel,Dostępne,1
BIUROWE,Czółenka czerwono-złote,390,150.0,   D00580-1459-051,"https://baldowski.b-cdn.net/7441-new_cart_photo/czółenka-czerwono-złote.jpg,https://baldowski.b-cdn.net/7443-new_cart_photo/czółenka-czerwono-złote.jpg",37,Czółenka czerwono-złote na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czerwono-złoty,1,1,540.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka czerwono-złote,Dostępne,1
BIUROWE,Czółenka multicolor,350,100.0,   D00580-1459-049,"https://baldowski.b-cdn.net/7417-new_cart_photo/czółenka-multicolor.jpg,https://baldowski.b-cdn.net/7419-new_cart_photo/czółenka-multicolor.jpg",39,Czółenka multicolor na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., multicolor,1,1,450.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka multicolor,Dostępne,1
BIUROWE,Czółenka czarno-złote,390,150.0,   D00580-1459-039,"https://baldowski.b-cdn.net/7402-new_cart_photo/czółenka-czarno-złote.jpg,https://baldowski.b-cdn.net/7407-new_cart_photo/czółenka-czarno-złote.jpg",39,Czółenka czarno-złote na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarno-złoty,1,1,540.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka czarno-złote,Dostępne,1
BIUROWE,Czółenka czarno-srebrne,390,150.0,   D00580-1459-040,"https://baldowski.b-cdn.net/7409-new_cart_photo/czółenka-czarno-srebrne.jpg,https://baldowski.b-cdn.net/7411-new_cart_photo/czółenka-czarno-srebrne.jpg","37,39",Czółenka czarno-srebrne na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarno-srebrny,1,1,540.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka czarno-srebrne,Dostępne,1
BIUROWE,Czółenka w kolorze rudym,490,,   D00580-1459-050,"https://baldowski.b-cdn.net/7425-new_cart_photo/-czółenka-w-kolorze-rudym.jpg,https://baldowski.b-cdn.net/7427-new_cart_photo/-czółenka-w-kolorze-rudym.jpg",39,Czółenka w kolorze rudym  na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., rudy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka w kolorze rudym,Dostępne,1
BIUROWE,Czółenka nude,430,,   D00580-1459-055,"https://baldowski.b-cdn.net/8552-new_cart_photo/czółenka-nude.jpg,https://baldowski.b-cdn.net/8554-new_cart_photo/czółenka-nude.jpg","37,38",Czółenka w kolorze nude na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., nude,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka nude,Dostępne,1
BIUROWE,Czółenka grafitowe,490,,   L00014-1459-007,"https://baldowski.b-cdn.net/10096-new_cart_photo/czółenka-grafitowe-aw.jpg,https://baldowski.b-cdn.net/10098-new_cart_photo/czółenka-grafitowe-aw.jpg","36,37,39,40,41",Czółenka grafitowe na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., grafit,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka grafitowe,Dostępne,1
BIUROWE,Czółenka czarne,490,,   D00580-1459-044 / D00580 lakier czarny,"https://baldowski.b-cdn.net/9659-new_cart_photo/czółenka-czarne.jpg,https://baldowski.b-cdn.net/9661-new_cart_photo/czółenka-czarne.jpg","37,39,40",Czarne buty na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka czarne,Dostępne,1
BIUROWE,Czółenka czarne,490,,   D00580-1459-002,"https://baldowski.b-cdn.net/7141-new_cart_photo/czółenka-czarne.jpg,https://baldowski.b-cdn.net/7143-new_cart_photo/czółenka-czarne.jpg","36,37,39,40,41",Czarne buty na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka czarne,Dostępne,1
BIUROWE,Szpilki czarne,520,,   D02728-1451-018/D02728 czarny lakier,"https://baldowski.b-cdn.net/9165-new_cart_photo/szpilki-czarne.jpg,https://baldowski.b-cdn.net/9167-new_cart_photo/szpilki-czarne.jpg","35,37,38,41",Czarne buty na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czarne,Dostępne,1
BIUROWE,Szpilki czarne,520,,   D02728-1451-001,"https://baldowski.b-cdn.net/8225-new_cart_photo/szpilki-czarne.jpg,https://baldowski.b-cdn.net/8227-new_cart_photo/szpilki-czarne.jpg","36,37,39,40,41",Czarne buty na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czarne,Dostępne,1
BIUROWE,Szpilki czarne,420,,   D03053-1451-004,"https://baldowski.b-cdn.net/8241-new_cart_photo/szpilki-czarne.jpg,https://baldowski.b-cdn.net/8243-new_cart_photo/szpilki-czarne.jpg","40,41",Czarne buty na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czarne,Dostępne,1
BIUROWE,Szpilki bordowe,490,,   D00580-1451-274,"https://baldowski.b-cdn.net/8936-new_cart_photo/szpilki-bordowe.jpg,https://baldowski.b-cdn.net/8938-new_cart_photo/szpilki-bordowe.jpg","36,37,38,39,40",Czarne buty na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., bordowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki bordowe,Dostępne,1
BIUROWE,Szpilki w kolorze rudym,490,,   D00580-1451-183,"https://baldowski.b-cdn.net/5372-new_cart_photo/szpilki-w-kolorze-rudym.jpg,https://baldowski.b-cdn.net/5373-new_cart_photo/szpilki-w-kolorze-rudym.jpg","40,41",Rude buty na 10-centymetrowym obcasie.,Wykonane ze skóry naturalnej., rudy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki w kolorze rudym,Dostępne,1
PŁASKIE,Sandały złote,590,,   D01988-0621-038,"https://baldowski.b-cdn.net/8591-new_cart_photo/sandały-złote.jpg,https://baldowski.b-cdn.net/8590-new_cart_photo/sandały-złote.jpg",36,Sandały złote.wykonane ze skóry naturalnej.,,,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały złote,Dostępne,1
PŁASKIE,Sandały żółte,490,100.0,   D01988 CINIGLIA LIMONE,"https://baldowski.b-cdn.net/6964-new_cart_photo/sandaly-zolte.jpg,https://baldowski.b-cdn.net/6963-new_cart_photo/sandaly-zolte.jpg",36,Sandały  na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., żółty,1,1,590.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały żółte,Dostępne,1
PŁASKIE,Sandały białe,590,,   D01988-0621-S16,"https://baldowski.b-cdn.net/9953-new_cart_photo/sandały-białe.jpg,https://baldowski.b-cdn.net/9952-new_cart_photo/sandały-białe.jpg","37,38",Sandały białe na 1-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., biały,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały białe,Dostępne,1
PŁASKIE,Sandały niebieskie,590,,   D01988-0621-041,"https://baldowski.b-cdn.net/9943-new_cart_photo/sandaly-niebieskie.jpg,https://baldowski.b-cdn.net/9942-new_cart_photo/sandaly-niebieskie.jpg","36,37,38",Sandały niebieskie na 1-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., niebieski,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały niebieskie,Dostępne,1
PŁASKIE,Sandały w kolorze camel,560,,   D01988-0621-042,"https://baldowski.b-cdn.net/9825-new_cart_photo/sandały-w-kolorze-camel.jpg,https://baldowski.b-cdn.net/9824-new_cart_photo/sandały-w-kolorze-camel.jpg","36,37,38,41",Sandały w kolorze camel na 1-centymetrowym obcasie. ,Wykonane ze skóry naturalnej zamszowej., camel,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały w kolorze camel,Dostępne,1
PŁASKIE,Sandały czarne,560,,   D01988-0621-012,"https://baldowski.b-cdn.net/8572-new_cart_photo/sandały-czarne.jpg,https://baldowski.b-cdn.net/8571-new_cart_photo/sandały-czarne.jpg","36,38",Sandały czarne na 1-centymetrowym obcasie. ,Wykonane ze skóry naturalnej zamszowej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały czarne,Dostępne,1
PŁASKIE,Sandały szare,560,,   D01988-0621-037,"https://baldowski.b-cdn.net/8582-new_cart_photo/sandały-szare.jpg,https://baldowski.b-cdn.net/8581-new_cart_photo/sandały-szare.jpg","36,37,41",Sandały szare na 1-centymetrowym obcasie. ,Wykonane ze skóry naturalnej zamszowej., szary,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały szare,Dostępne,1
PŁASKIE,Sandały czerwone,560,,   D01988-0621- 017,"https://baldowski.b-cdn.net/6473-new_cart_photo/sandaly-czerwone.jpg,https://baldowski.b-cdn.net/6240-new_cart_photo/sandaly-czerwone.jpg","36,37,38",Sandały czerwone na 1-centymetrowym obcasie. ,Wykonane ze skóry naturalnej zamszowej., czerwony,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały czerwone,Dostępne,1
PŁASKIE,Sandały camel jasny,560,,   D01988-0621-015,"https://baldowski.b-cdn.net/6228-new_cart_photo/sandaly-camel-jasny.jpg,https://baldowski.b-cdn.net/6230-new_cart_photo/sandaly-camel-jasny.jpg","36,37,38",Sandały w kolorze jasnego camelu na 1-centymetrowym obcasie. ,Wykonane ze skóry naturalnej zamszowej., jasny camel,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały camel jasny,Dostępne,1
PŁASKIE,Buty płaskie czarne,390,,   D00488/D czarny wąż+zamsz,"https://baldowski.b-cdn.net/9450-new_cart_photo/buty-plaskie-czarne.jpg,https://baldowski.b-cdn.net/9449-new_cart_photo/buty-plaskie-czarne.jpg",,Buty czarne na 4-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Buty płaskie czarne,Dostępne,1
PŁASKIE,Buty płaskie czarne,520,,   D00045-KLIN-004,"https://baldowski.b-cdn.net/8898-new_cart_photo/buty-plaskie-czarne.jpg,https://baldowski.b-cdn.net/8897-new_cart_photo/buty-plaskie-czarne.jpg","36,37,38,40",Buty czarne na 4-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Buty płaskie czarne,Dostępne,1
PŁASKIE,Buty płaskie czarne,520,,   D00045-KLIN-001,"https://baldowski.b-cdn.net/9807-new_cart_photo/buty-płaskie-czarne.jpg,https://baldowski.b-cdn.net/9806-new_cart_photo/buty-płaskie-czarne.jpg","36,37,39,40,41",Baleriny czarne na 4-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Buty płaskie czarne,Dostępne,1
